Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
198,22060,species,Carolina Chickadee,Poecile carolinensis,,Dean St,US-MD,22 May 2025,L45683322,S241325829,,1
199,9133,species,Burrowing Owl,Athene cunicularia,3,Florida Atlantic University Ecological Site,US-FL,18 May 2025,L2824594,S239995555,,1
200,33095,species,American Tree Sparrow,Spizelloides arborea,,Bryant Park,US-NY,09 May 2025,L44380986,S234923811,,1
201,33201,species,White-throated Sparrow,Zonotrichia albicollis,,Bryant Park,US-NY,08 May 2025,L44380986,S234548345,,1
202,28333,species,Hermit Thrush,Catharus guttatus,,Bryant Park,US-NY,08 May 2025,L44380986,S234547002,,1
203,6710,species,Gull-billed Tern,Gelochelidon nilotica,5,Atlantic Sugar Mill,US-FL,26 Apr 2025,L22198774,S229761681,,1
204,6145,species,Lesser Yellowlegs,Tringa flavipes,4,Atlantic Sugar Mill,US-FL,26 Apr 2025,L22198774,S229761681,,1
205,6129,species,Solitary Sandpiper,Tringa solitaria,1,Atlantic Sugar Mill,US-FL,26 Apr 2025,L22198774,S229761681,,1
206,5811,species,Black-bellied Plover,Pluvialis squatarola,2,Atlantic Sugar Mill,US-FL,26 Apr 2025,L22198774,S229761681,,1
207,5770,species,Black-necked Stilt,Himantopus mexicanus,2,Atlantic Sugar Mill,US-FL,26 Apr 2025,L22198774,S229761681,,1
208,27813,species,European Starling,Sturnus vulgaris,,Borough Market,GB-ENG,21 Mar 2025,L41464107,S219774471,,1
209,7745,species,Gray Heron,Ardea cinerea,,Hyde Park,GB-ENG,16 Mar 2025,L41277754,S218826658,,1
210,6474,species,Black-headed Gull,Chroicocephalus ridibundus,,Hyde Park,GB-ENG,16 Mar 2025,L41277754,S218974059,,1
211,5487,species,Eurasian Coot,Fulica atra,,Hyde Park,GB-ENG,16 Mar 2025,L41276771,S218822165,,1
212,377,species,Mute Swan,Cygnus olor,,Hyde Park,GB-ENG,16 Mar 2025,L41276771,S218821949,,1
213,275,species,Graylag Goose,Anser anser,,Hyde Park,GB-ENG,16 Mar 2025,L41276771,S218821253,,1
214,12350,species,Rose-ringed Parakeet,Psittacula krameri,,Hyde Park,GB-ENG,16 Mar 2025,L41276137,S218818326,N,1
215,1853,species,Rock Pigeon,Columba livia,,Hyde Park,GB-ENG,16 Mar 2025,L41276137,S218817797,,1
216,6513,species,Common Gull,Larus canus,,Green Park,GB-ENG,16 Mar 2025,L41274852,S218810992,,1
217,6532,species,Caspian Gull,Larus cachinnans,,Green Park,GB-ENG,16 Mar 2025,L41307961,S218973920,,1
218,21575,species,Carrion Crow,Corvus corone,,Green Park,GB-ENG,16 Mar 2025,L41274450,S218809384,,1
219,1885,species,Common Wood-Pigeon,Columba palumbus,,Green Park,GB-ENG,16 Mar 2025,L41274450,S218809007,,1
220,22175,species,Great Tit,Parus major,,Green Park,GB-ENG,16 Mar 2025,L41274450,S218810391,,1
221,21467,species,Eurasian Magpie,Pica pica,,Green Park,GB-ENG,16 Mar 2025,L41274450,S218809796,,1
222,5462,species,Eurasian Moorhen,Gallinula chloropus,,Hyde Park,GB-ENG,16 Mar 2025,L41276771,S218824102,,1
223,687,species,Tufted Duck,Aythya fuligula,,Hyde Park,GB-ENG,16 Mar 2025,L41276771,S218824700,,1
224,24081,species,Purple Martin,Progne subis,10,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
225,21570,species,Fish Crow,Corvus ossifragus,1,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
226,6154,species,Greater Yellowlegs,Tringa melanoleuca,2,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
227,6104,species,Wilson's Snipe,Gallinago delicata,2,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
228,6061,species,Long-billed Dowitcher,Limnodromus scolopaceus,1,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
229,5455,species,Sora,Porzana carolina,1,Peaceful Waters Sanctuary,US-FL,07 Mar 2025,L1017638,S217107385,,1
230,21091,species,Loggerhead Shrike,Lanius ludovicianus,1,Lotus Palm,US-FL,01 Mar 2025,L36267176,S216000726,,1
231,12028,species,American Kestrel,Falco sparverius,1,Loxahatchee NWR--Marsh Trail,US-FL,23 Feb 2025,L635288,S215126133,,1
232,5697,species,Sandhill Crane,Antigone canadensis,2,Loxahatchee NWR--Marsh Trail,US-FL,23 Feb 2025,L635288,S215126133,,1
233,33853,species,Common Grackle,Quiscalus quiscula,2,Green Cay Wetlands & Nature Center,US-FL,08 Feb 2025,L246929,S212516841,,1
234,11400,species,Downy Woodpecker,Dryobates pubescens,1,Green Cay Wetlands & Nature Center,US-FL,08 Feb 2025,L246929,S212516841,,1
235,8866,species,Eastern Screech-Owl,Megascops asio,1,Green Cay Wetlands & Nature Center,US-FL,08 Feb 2025,L246929,S212516841,,1
236,8633,species,American Barn Owl,Tyto furcata,1,Green Cay Wetlands & Nature Center,US-FL,08 Feb 2025,L246929,S212516841,,1
238,34607,species,Indigo Bunting,Passerina cyanea,1,Loxahatchee NWR--Marsh Trail,US-FL,26 Jan 2025,L635288,S210840161,,1
239,28633,species,American Robin,Turdus migratorius,1,Loxahatchee NWR--Marsh Trail,US-FL,26 Jan 2025,L635288,S210840161,,1
240,417,species,Egyptian Goose,Alopochen aegyptiaca,4,"3007 W Yamato Rd, Boca Raton US-FL 26.39699, -80.14767",US-FL,26 Jan 2025,L39730707,S210790006,N,1
241,34159,species,Yellow-rumped Warbler,Setophaga coronata,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
242,34063,species,Northern Parula,Setophaga americana,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
243,28000,species,Gray Catbird,Dumetella carolinensis,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
244,11126,species,Yellow-bellied Sapsucker,Sphyrapicus varius,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
245,6731,species,Forster's Tern,Sterna forsteri,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
246,6622,species,Black Skimmer,Rynchops niger,1,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
247,6576,species,Lesser Black-backed Gull,Larus fuscus,5,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
248,6521,species,Ring-billed Gull,Larus delawarensis,5,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
249,6462,species,Bonaparte's Gull,Chroicocephalus philadelphia,4,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
250,6189,species,Sanderling,Calidris alba,10,Spanish River Park,US-FL,26 Jan 2025,L127416,S210783263,,1
251,6789,species,Royal Tern,Thalasseus maximus,100,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
252,6775,species,Sandwich Tern,Thalasseus sandvicensis,1,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
253,6539,species,American Herring Gull,Larus smithsonianus,20,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
254,6490,species,Laughing Gull,Leucophaeus atricilla,20,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
255,6161,species,Ruddy Turnstone,Arenaria interpres,4,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
256,6147,species,Willet,Tringa semipalmata,1,Naples Pier,US-FL,20 Jan 2025,L760418,S210046672,,1
257,21557,species,American Crow,Corvus brachyrhynchos,3,Lowdermilk Park Beach,US-FL,19 Jan 2025,L662521,S209900589,,1
258,7315,species,Magnificent Frigatebird,Fregata magnificens,2,Lowdermilk Park Beach,US-FL,19 Jan 2025,L662521,S209900589,,1
259,34028,species,Common Yellowthroat,Geothlypis trichas,1,Everglades and Francis S. Taylor WMA--MM32,US-FL,17 Jan 2025,L9493424,S209641160,,1
260,8487,species,Red-shouldered Hawk,Buteo lineatus,1,Everglades and Francis S. Taylor WMA--MM32,US-FL,17 Jan 2025,L9493424,S209641160,,1
261,445,species,Muscovy Duck,Cairina moschata,1,Lotus Palm,US-FL,15 Jan 2025,L36267176,S209378913,N,1
262,34621,species,Painted Bunting,Passerina ciris,5,Loxahatchee NWR,US-FL,12 Jan 2025,L127408,S209090098,,1
263,27123,species,Blue-gray Gnatcatcher,Polioptila caerulea,1,Loxahatchee NWR,US-FL,12 Jan 2025,L127408,S209090098,,1
264,34171,species,Yellow-throated Warbler,Setophaga dominica,1,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
265,33962,species,Black-and-white Warbler,Mniotilta varia,1,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
266,17007,species,Eastern Phoebe,Sayornis phoebe,2,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
267,12819,species,Monk Parakeet,Myiopsitta monachus,20,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,N,1
268,11762,species,Pileated Woodpecker,Dryocopus pileatus,1,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
269,10306,species,Belted Kingfisher,Megaceryle alcyon,1,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
270,8324,species,Northern Harrier,Circus hudsonius,1,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
271,2412,species,Mourning Dove,Zenaida macroura,2,Loxahatchee NWR,US-FL,11 Jan 2025,L127408,S208893235,,1
272,5671,species,Limpkin,Aramus guarauna,1,Lotus Palm,US-FL,08 Jan 2025,L36267176,S208517533,,1
273,33779,species,Red-winged Blackbird,Agelaius phoeniceus,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
274,28114,species,Northern Mockingbird,Mimus polyglottos,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
275,21294,species,Blue Jay,Cyanocitta cristata,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
276,11199,species,Red-bellied Woodpecker,Melanerpes carolinus,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
277,7645,species,Snowy Egret,Egretta thula,2,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
278,7424,species,Double-crested Cormorant,Nannopterum auritum,20,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
279,5515,species,Purple Gallinule,Porphyrio martinica,4,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
280,3594,species,Chuck-will's-widow,Antrostomus carolinensis,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
281,575,species,Mottled Duck,Anas fulvigula,1,Green Cay Wetlands & Nature Center,US-FL,05 Jan 2025,L246929,S208206321,,1
282,33858,species,Boat-tailed Grackle,Quiscalus major,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
283,7704,species,Green Heron,Butorides virescens,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
284,7533,species,Roseate Spoonbill,Platalea ajaja,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
285,6855,species,Pied-billed Grebe,Podilymbus podiceps,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
286,5533,species,Gray-headed Swamphen,Porphyrio poliocephalus,2,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,N,1
287,5500,species,American Coot,Fulica americana,2,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
288,2389,species,White-winged Dove,Zenaida asiatica,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
289,485,species,Blue-winged Teal,Spatula discors,1,Wakodahatchee Wetlands,US-FL,29 Dec 2024,L143084,S207115735,,1
290,2242,species,Inca Dove,Columbina inca,,Roma,MX-DIF,16 Dec 2024,L38664229,S205653690,,1
291,17010,species,Say's Phoebe,Sayornis saya,,Pyramids,MX-MEX,16 Dec 2024,L38658330,S205621832,,1
292,17029,species,Vermilion Flycatcher,Pyrocephalus rubinus,,Pyramids,MX-MEX,16 Dec 2024,L38658330,S205610065,,1
293,7811,species,Black Vulture,Coragyps atratus,,Miami Beach,US-FL,07 Dec 2024,L38480769,S204719908,,1
294,7792,species,Brown Pelican,Pelecanus occidentalis,1,Miami Beach,US-FL,06 Dec 2024,L38468053,S204692555,,1
295,6807,species,American Flamingo,Phoenicopterus ruber,8,Miami Beach,US-FL,06 Dec 2024,L38468053,S204692555,,1
296,7815,species,Turkey Vulture,Cathartes aura,,Lotus Palm,US-FL,29 Nov 2024,L36267176,S203969649,,1
297,7462,species,White Ibis,Eudocimus albus,,Morikami,US-FL,27 Nov 2024,L38291525,S203797925,,1
298,7724,species,Western Cattle-Egret,Ardea ibis,,Lion Country Safari,US-FL,24 Nov 2024,L38238496,S203538284,,1
299,5827,species,Killdeer,Charadrius vociferus,,Lion Country Safari,US-FL,24 Nov 2024,L38238496,S203538353,,1
300,7467,species,Glossy Ibis,Plegadis falcinellus,,Lion Country Safari,US-FL,24 Nov 2024,L38238496,S203538419,,1
301,7600,species,Black-crowned Night Heron,Nycticorax nycticorax,,Gumbo Limbo,US-FL,23 Nov 2024,L38208884,S203397067,,1
302,7629,species,Little Blue Heron,Egretta caerulea,,Lotus Palm,US-FL,22 Nov 2024,L36267176,S203245872,,1
303,7306,species,Wood Stork,Mycteria americana,,Spanish River Library,US-FL,16 Nov 2024,L38077685,S202715649,,1
304,7367,species,Anhinga,Anhinga anhinga,,Spanish Trail Library,US-FL,16 Nov 2024,L38076610,S202710951,,1
305,34515,species,Northern Cardinal,Cardinalis cardinalis,,Pondhawk,US-FL,16 Nov 2024,L38077438,S202714556,,1
306,34148,species,Palm Warbler,Setophaga palmarum,,Lotus Palm,US-FL,20 Oct 2024,L36267176,S200245558,,1
307,7630,species,Tricolored Heron,Egretta tricolor,,Lotus Palm,US-FL,11 Oct 2024,L36267176,S200245635,,1
308,243,species,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,Near Home Depot,US-FL,05 Oct 2024,L37089279,S197644941,,1
309,7753,species,Great Blue Heron,Ardea herodias,,Lotus Palm,US-FL,01 Sep 2024,L36267176,S193605875,,1
310,5468,species,Common Gallinule,Gallinula galeata,,Lotus Palm,US-FL,01 Sep 2024,L36267176,S193604534,,1
311,7832,species,Osprey,Pandion haliaetus,,Lotus Palm,US-FL,01 Sep 2024,L36267176,S193604296,,1
312,7729,species,Great Egret,Ardea alba,,Lotus Palm,US-FL,01 Sep 2024,L36267176,S193604411,,1
52,1620,species,Red Junglefowl,Gallus gallus,10,Winn-Dixie Plaza,US-FL,10 Jan 2026,L10672121,S293491692,X,0
237,578,hybrid,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,2,Lotus Palm,US-FL,07 Feb 2025,L36267176,S212424922,,0
151,5214,spuh,hummingbird sp.,Trochilidae sp.,2,Orchard View Park,US-FL,19 Oct 2025,L7920142,S280417048,,0
164,792,spuh,duck sp.,Anatidae (duck sp.),100,Palm Beach Pelagics 9/7/25,US-FL,07 Sep 2025,L52591272,S272229417,,0
